,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors
1036,../normshapes\HumanHead\m340.obj,../shapes\HumanHead\m340.obj,1426,[-4.34638972e-09 -2.34577690e-09 -4.44542642e-10],[-7.0848438e-09 -1.9645290e-09 -1.1181096e-08],[1. 1. 1.],0.4389705,1.6682956957380102,[-0.50074995  0.4907218  -0.4707779   0.5099198  -0.44346586  0.4721903 ],[0. 0. 0.],2790,HumanHead,Triangle,[0.07931772 0.06612542 0.05147612],"[[ 0.89163995 -0.4357344   0.12293792]
 [-0.4488697  -0.88624604  0.11438511]
 [-0.05911172  0.15717344  0.98580034]]",[0.05147612 0.06612542 0.07931772],"[[-0.99421833 -0.10220471  0.03292594]
 [-0.0083658  -0.23197705 -0.97268528]
 [-0.10705108  0.96733699 -0.22978081]]"
1037,../normshapes\HumanHead\m341.obj,../shapes\HumanHead\m341.obj,1884,[-2.01147015e-09  1.51748515e-09  3.83663871e-10],[ 7.6087669e-09  1.1824806e-08 -1.8705544e-09],[1. 1. 1.],0.27366623,1.4509630283838932,[-0.6179737   0.36714572 -0.36107174  0.32787347 -0.32621384  0.48630574],[0. 0. 0.],3604,HumanHead,Triangle,[0.04887498 0.02354333 0.02097069],"[[ 0.97931726  0.19723264  0.04513306]
 [ 0.20040094 -0.97627153 -0.08205707]
 [-0.02787779 -0.08940461  0.99560516]]",[0.02354333 0.02097069 0.04887498],"[[ 0.93876524 -0.34329959 -0.02941451]
 [-0.2570409  -0.64091433 -0.72329717]
 [-0.22945544 -0.68656698  0.68991013]]"
1038,../normshapes\HumanHead\m342.obj,../shapes\HumanHead\m342.obj,1543,[-2.04294437e-09  2.80864696e-10  2.88635777e-09],[-2.5021976e-08 -5.3646112e-08 -9.9469837e-09],[1. 1. 1.],0.29308566,1.4313087242387774,[-0.33062637  0.4414484  -0.4804551   0.26397857 -0.516133    0.4316875 ],[0. 0. 0.],2688,HumanHead,Triangle,[0.02168537 0.0370443  0.03443074],"[[ 0.3214537  -0.81790938 -0.47717058]
 [-0.45867416 -0.57534586  0.67719654]
 [ 0.82842352 -0.00117848  0.56010096]]",[0.02168537 0.0370443  0.03443074],"[[-0.03034014 -0.99951376 -0.0071912 ]
 [-0.82383325  0.02908019 -0.56608579]
 [-0.56601966  0.01125077  0.82431497]]"
1039,../normshapes\HumanHead\m343.obj,../shapes\HumanHead\m343.obj,1984,[ 1.56981421e-09  8.64225336e-10 -2.32434573e-11],[-2.6620617e-09 -2.4987985e-08  5.8583196e-09],[1. 1. 1.],0.26662707,1.3679049357714999,[-0.54129833  0.41270983 -0.46055776  0.22340825 -0.48603624  0.21626197],[0. 0. 0.],3747,HumanHead,Triangle,[0.04598283 0.02108068 0.02283949],"[[ 0.76622424  0.64221     0.02160397]
 [ 0.42578041 -0.48224596 -0.76560425]
 [ 0.48126028 -0.59582308  0.64294898]]",[0.04598283 0.02283949 0.02108068],"[[ 0.00990368 -0.99950029  0.03001809]
 [-0.74652878  0.01258197  0.66523415]
 [ 0.66527941  0.02899763  0.74603112]]"
1040,../normshapes\HumanHead\m344.obj,../shapes\HumanHead\m344.obj,1996,[-1.22651649e-09 -3.51209672e-09  7.50141752e-10],[ 2.1314035e-08 -7.4744705e-08 -4.1519442e-08],[1. 1. 1.],0.30844912,1.3112434720777062,[-0.40767273  0.33087602 -0.369653    0.5705993  -0.26497638  0.27338296],[0. 0. 0.],3564,HumanHead,Triangle,[0.06672379 0.01347627 0.01921221],"[[ 0.11512233 -0.9926016  -0.0385864 ]
 [-0.98490984 -0.10900452 -0.13442702]
 [-0.12922638 -0.05347967  0.99017194]]",[0.06672379 0.01921221 0.01347627],"[[ 0.01064362 -0.99958146 -0.02690032]
 [ 0.1419215   0.02813961 -0.98947787]
 [-0.98982069 -0.0067139  -0.14216161]]"
1041,../normshapes\HumanHead\m345.obj,../shapes\HumanHead\m345.obj,2687,[-9.48980379e-10 -1.45801580e-09 -1.04130560e-09],[-7.098432e-10  6.228874e-08 -4.957811e-09],[1. 1. 1.],0.30191794,1.7011893199264627,[-0.66265684  0.43649018 -0.2806643   0.6297028  -0.446866    0.4789593 ],[0. 0. 0.],4801,HumanHead,Triangle,[0.0474015  0.03286906 0.02929056],"[[ 0.487919    0.87249848  0.02610458]
 [ 0.86564115 -0.47980545 -0.14301092]
 [ 0.1122517  -0.09237494  0.98937679]]",[0.02929056 0.03286906 0.0474015 ],"[[-0.98926115  0.1440223  -0.02489873]
 [ 0.0939258   0.49591373 -0.86327719]
 [ 0.11198354  0.85634523  0.5041156 ]]"
1042,../normshapes\HumanHead\m346.obj,../shapes\HumanHead\m346.obj,484,[6.21523123e-10 8.37697236e-10 6.30242246e-10],[-8.1586933e-09 -4.4641908e-09 -2.5014862e-10],[1. 1. 1.],0.26828513,1.3659105111812,[-0.53163606  0.24298593 -0.46399474  0.5024398  -0.28799164  0.28792208],[0. 0. 0.],919,HumanHead,Triangle,[0.03478625 0.02755426 0.02299726],"[[ 8.47296606e-01  5.31119222e-01  9.12838582e-04]
 [ 5.31118749e-01 -8.47297088e-01  7.20129192e-04]
 [-1.15591993e-03  1.25337335e-04  9.99999324e-01]]",[0.02299726 0.03478625 0.02755426],"[[-9.99999533e-01 -4.94733637e-04 -8.30215417e-04]
 [-9.34595686e-04  2.76317174e-01  9.61066046e-01]
 [ 2.46068923e-04 -9.61066374e-01  2.76317508e-01]]"
1043,../normshapes\HumanHead\m347.obj,../shapes\HumanHead\m347.obj,906,[ 1.02708253e-09 -3.52908037e-10  2.24371741e-09],[ 4.6052153e-09 -1.9407693e-08 -1.8749806e-09],[1. 1. 1.],0.24359697,1.288398991539071,[-0.57063895  0.2260203  -0.4340228   0.4114535  -0.27750936  0.27969426],[0. 0. 0.],2070,HumanHead,Triangle,[0.02860338 0.02683276 0.01981072],"[[ 0.46764366  0.88271895  0.04600715]
 [ 0.88310727 -0.46880941  0.01841967]
 [-0.03782797 -0.03201541  0.99877127]]",[0.01981072 0.02860338 0.02683276],"[[-0.99873237 -0.04721249 -0.0174536 ]
 [-0.03927684  0.51410907  0.85682507]
 [ 0.03147979 -0.85642446  0.51531173]]"
1044,../normshapes\HumanHead\m348.obj,../shapes\HumanHead\m348.obj,9166,[-5.04275221e-10  1.80254745e-09 -8.11830093e-10],[ 8.475361e-08 -3.935412e-09 -6.288856e-08],[1. 1. 1.],0.28504968,1.4128771037614567,[-0.27730337  0.297422   -0.5118543   0.31926823 -0.6035966   0.3838991 ],[0. 0. 0.],18008,HumanHead,Triangle,[0.02577055 0.03162945 0.03054987],"[[-0.08335186 -0.99526131 -0.05007391]
 [-0.00247853  0.05045566 -0.99872323]
 [-0.9965171   0.08312133  0.00667235]]",[0.03162945 0.03054987 0.02577055],"[[ 0.99439609  0.10549675 -0.00684453]
 [ 0.05517225 -0.46263827  0.88482872]
 [-0.09018001  0.88024785  0.46586618]]"
1045,../normshapes\HumanHead\m349.obj,../shapes\HumanHead\m349.obj,26749,[-2.86498760e-09 -4.48064508e-10  1.10733535e-09],[ 9.1540556e-08  3.0336000e-08 -4.3326676e-08],[1. 1. 1.],0.29261458,1.4639037290963688,[-0.33328095  0.3658425  -0.52924335  0.36367708 -0.5235344   0.40217268],[0. 0. 0.],51801,HumanHead,Triangle,[0.03559326 0.02750252 0.02979921],"[[ 0.99434769 -0.0983394  -0.04002551]
 [-0.0409307  -0.00720385 -0.99913602]
 [-0.0979661  -0.99512686  0.01118823]]",[0.03559326 0.02979921 0.02750252],"[[ 0.98369342  0.17910788 -0.01635903]
 [ 0.13857202 -0.69678344  0.70376888]
 [-0.11465185  0.69455972  0.71024062]]"
1046,../normshapes\HumanHead\m350.obj,../shapes\HumanHead\m350.obj,2034,[-2.76555786e-09  8.48593434e-10 -4.37888163e-10],[1.8095314e-08 4.2326185e-08 1.5648418e-08],[1. 1. 1.],0.23782295,1.6504553118080603,[-0.4757581   0.47423807 -0.59721667  0.45296928 -0.6315089   0.21620542],[0. 0. 0.],3946,HumanHead,Triangle,[0.03479285 0.01334148 0.02165455],"[[ 9.99995226e-01 -2.95628038e-03 -8.98697285e-04]
 [-8.98708205e-04 -2.36546588e-06 -9.99999596e-01]
 [-2.95627706e-03 -9.99995630e-01  5.02228803e-06]]",[0.03479285 0.02165455 0.01334148],"[[ 9.99995950e-01  2.73638705e-03  7.82887978e-04]
 [ 1.83768117e-03 -8.30803531e-01  5.56562768e-01]
 [-2.17339725e-03  5.56559075e-01  8.30805195e-01]]"
1047,../normshapes\HumanHead\m351.obj,../shapes\HumanHead\m351.obj,882,[-9.67190901e-10  9.17862672e-10  1.45684140e-10],[ 1.0136845e-09  8.0250020e-09 -1.0364923e-08],[1. 1. 1.],0.25981203,1.452277237323343,[-0.19939609  0.6050021  -0.49066696  0.4871554  -0.3641688   0.34710902],[0. 0. 0.],1646,HumanHead,Triangle,[0.0310398  0.02814657 0.02229595],"[[ 0.9333254   0.35650114  0.04255144]
 [ 0.35658498 -0.9342445   0.00586137]
 [-0.04184303 -0.00970264  0.99907708]]",[0.02229595 0.0310398  0.02814657],"[[-0.99960937 -0.0168835   0.02227229]
 [-0.01883695 -0.18170937 -0.98317184]
 [-0.02064647  0.98320733 -0.18132036]]"
1048,../normshapes\HumanHead\m352.obj,../shapes\HumanHead\m352.obj,664,[-4.20778272e-10 -2.17428406e-09  7.28099819e-10],[-3.5042415e-08 -1.1714467e-08 -6.8109975e-09],[1. 1. 1.],0.27027285,1.5044195430423446,[-0.6573487   0.24935684 -0.31407326  0.42066756 -0.38597524  0.56340307],[0. 0. 0.],1197,HumanHead,Triangle,[0.02106192 0.03482475 0.0330304 ],"[[-1.39660277e-01 -9.79819884e-01 -1.42996512e-01]
 [ 2.03554117e-02  1.41540422e-01 -9.89723176e-01]
 [-9.89990234e-01  1.41135766e-01 -1.77062477e-04]]",[0.02106192 0.0330304  0.03482475],"[[-1.30765188e-02  9.99912118e-01  2.18173384e-03]
 [ 9.89593552e-01  1.32542005e-02 -1.43279198e-01]
 [ 1.43295523e-01 -2.85436620e-04  9.89679904e-01]]"
1049,../normshapes\HumanHead\m353.obj,../shapes\HumanHead\m353.obj,7896,[2.51583051e-09 3.57823044e-10 7.01502386e-10],[-1.8834041e-09  7.9703092e-08  2.9855163e-09],[1. 1. 1.],0.29098395,1.4392462927753633,[-0.27122548  0.41961676 -0.568178    0.26851007 -0.4423234   0.5032558 ],[0. 0. 0.],15788,HumanHead,Triangle,[0.03862834 0.02358234 0.03190108],"[[ 0.95469294 -0.22497993 -0.19479584]
 [-0.20670893 -0.03043408 -0.97792903]
 [-0.21408597 -0.97388798  0.07556056]]",[0.03862834 0.03190108 0.02358234],"[[ 0.92708243  0.35492496 -0.12060866]
 [ 0.15178459 -0.06123718  0.9865148 ]
 [-0.34275299  0.93288707  0.11064406]]"
1050,../normshapes\HumanHead\m354.obj,../shapes\HumanHead\m354.obj,216,[ 2.87804546e-09  2.18588630e-09 -6.71059060e-10],[3.6563035e-09 3.5183296e-09 1.2176180e-08],[1. 1. 1.],0.28079584,1.3754428128029457,[-0.5409376   0.45389515 -0.48061275  0.31195414 -0.26171958  0.26171944],[0. 0. 0.],426,HumanHead,Triangle,[0.04617184 0.01165218 0.03562147],"[[-1.00000000e+00 -1.13328855e-07  2.20193540e-09]
 [-2.20188847e-09 -4.14132219e-07 -1.00000000e+00]
 [-1.13328856e-07  1.00000000e+00 -4.14132218e-07]]",[0.01165218 0.04617184 0.03562147],"[[ 1.00000000e+00  3.66381754e-07  1.22670824e-07]
 [ 2.55257359e-07 -8.64809452e-01  5.02100202e-01]
 [-2.90047240e-07  5.02100202e-01  8.64809452e-01]]"
1051,../normshapes\HumanHead\m355.obj,../shapes\HumanHead\m355.obj,17358,[-7.79834778e-10 -4.22285128e-10 -3.87145665e-11],[-5.8642311e-08  1.2476525e-07 -1.7152475e-08],[1. 1. 1.],0.35808912,1.334050022514848,[-0.5327115   0.41465878 -0.34283298  0.40947708 -0.27988845  0.28243583],[0. 0. 0.],34712,HumanHead,Triangle,[0.07431727 0.03488065 0.02428682],"[[ 0.98187346 -0.18949393 -0.00406834]
 [-0.1868668  -0.9642241  -0.18802309]
 [-0.03170644 -0.18537512  0.98215618]]",[0.07431727 0.02428682 0.03488065],"[[ 0.00603922  0.99973881  0.02204159]
 [ 0.98579414 -0.0096519   0.16768053]
 [-0.16784948 -0.02071581  0.98559495]]"
1052,../normshapes\HumanHead\m356.obj,../shapes\HumanHead\m356.obj,692,[-4.74409259e-11  2.61978337e-09  6.79650145e-10],[ 7.3644468e-09  3.4722720e-09 -2.2610143e-09],[1. 1. 1.],0.32903677,1.5286449410820138,[-0.6799743   0.30727342 -0.35920578  0.35920623 -0.4514396   0.4683329 ],[0. 0. 0.],1380,HumanHead,Triangle,[0.05148523 0.04015814 0.0300828 ],"[[-1.00000000e+00 -1.35158512e-07  1.86296280e-09]
 [-1.35158512e-07  1.00000000e+00  1.63835123e-07]
 [ 1.86298495e-09 -1.63835122e-07  1.00000000e+00]]",[0.04015814 0.05148523 0.0300828 ],"[[ 1.00000000e+00  9.93561919e-08  8.10304373e-08]
 [-2.92719154e-08 -4.38391822e-01  8.98783962e-01]
 [-1.24822833e-07  8.98783962e-01  4.38391822e-01]]"
1053,../normshapes\HumanHead\m357.obj,../shapes\HumanHead\m357.obj,193,[-9.31322575e-10 -3.27651828e-09 -6.70443680e-10],[-1.9533646e-08 -7.1031443e-09  4.2464450e-09],[1. 1. 1.],0.39304143,1.4435793852033731,[-0.5080569   0.4382635  -0.49107993  0.28228343 -0.48428768  0.28402752],[0. 0. 0.],384,HumanHead,Triangle,[0.06424835 0.05200134 0.04641172],"[[ 0.76602291  0.64251113 -0.01970669]
 [ 0.51367497 -0.63027533 -0.58214348]
 [ 0.3864543  -0.43581241  0.81284722]]",[0.06424835 0.04641172 0.05200134],"[[ 0.12170149 -0.99246971 -0.01387851]
 [-0.76574258 -0.10277717  0.634882  ]
 [ 0.63152756  0.06663872  0.77248445]]"
1054,../normshapes\HumanHead\m358.obj,../shapes\HumanHead\m358.obj,1173,[ 3.96486966e-11  1.61150366e-09 -9.91310457e-10],[3.6840040e-09 2.9078224e-08 3.2552620e-11],[1. 1. 1.],0.3030955,1.5169674967520461,[-0.502139    0.54393953 -0.5631239   0.34747052 -0.30570775  0.30888814],[0. 0. 0.],2260,HumanHead,Triangle,[0.04650315 0.03136485 0.02532156],"[[ 0.42708571 -0.90419947 -0.00459647]
 [-0.90420636 -0.42709447  0.00108304]
 [ 0.00294241 -0.00369361  0.99998885]]",[0.02532156 0.04650315 0.03136485],"[[-9.99964097e-01  4.89414331e-03 -6.91749255e-03]
 [ 4.31746062e-04  8.44710471e-01  5.35223350e-01]
 [-8.46273817e-03 -5.35201148e-01  8.44682256e-01]]"
1055,../normshapes\HumanHead\m359.obj,../shapes\HumanHead\m359.obj,314,[-3.51396312e-09  1.45815752e-09 -1.34460971e-09],[-1.7285821e-08 -4.9828724e-10  3.4168268e-09],[1. 1. 1.],0.24428962,1.6940800017744972,[-0.42405868  0.40067452 -0.8016781   0.33253545 -0.6470652   0.30334616],[0. 0. 0.],615,HumanHead,Triangle,[0.01215412 0.03487649 0.03432616],"[[-0.10959709  0.99264447  0.05143382]
 [ 0.00521226  0.05231876 -0.99861683]
 [ 0.99396243  0.10917742  0.0109079 ]]",[0.03487649 0.03432616 0.01215412],"[[ 0.98933365 -0.14565407  0.0019569 ]
 [-0.09368161 -0.62591625  0.77424325]
 [ 0.11154683  0.76616822  0.63288511]]"
1056,../normshapes\HumanHead\m360.obj,../shapes\HumanHead\m360.obj,270,[ 2.36107519e-09  1.24176343e-10 -6.82934414e-10],[-6.1701847e-08  6.8986856e-09  5.6431251e-09],[1. 1. 1.],0.34720227,1.5622586529949871,[-0.62166715  0.3840365  -0.49508584  0.45868328 -0.3603946   0.3603944 ],[0. 0. 0.],536,HumanHead,Triangle,[0.06336092 0.02965703 0.04231462],"[[-1.00000000e+00  1.39636861e-08 -7.80787242e-09]
 [ 7.80787251e-09  6.62507295e-09 -1.00000000e+00]
 [ 1.39636860e-08  1.00000000e+00  6.62507233e-09]]",[0.02965703 0.06336092 0.04231462],"[[ 1.00000000e+00 -1.42422975e-08 -9.97670884e-09]
 [ 1.01399931e-10 -5.68950571e-01  8.22371721e-01]
 [ 1.73887169e-08  8.22371721e-01  5.68950571e-01]]"
1057,../normshapes\HumanHead\m361.obj,../shapes\HumanHead\m361.obj,295,[5.13509958e-10 5.13361972e-10 7.89256419e-12],[6.8191754e-09 4.8997038e-09 1.5840377e-09],[1. 1. 1.],0.18101132,1.4475258111510798,[-0.5993821   0.42453012 -0.32650754  0.32622123 -0.56873417  0.21922517],[0. 0. 0.],557,HumanHead,Triangle,[0.02413576 0.01650688 0.0100778 ],"[[-9.99999792e-01 -6.44510928e-04  3.43069345e-06]
 [-6.44502465e-04  9.99997659e-01  2.06578762e-03]
 [ 4.76210812e-06 -2.06578498e-03  9.99997866e-01]]",[0.01650688 0.02413576 0.0100778 ],"[[ 9.99992250e-01  3.93589793e-03 -9.45271331e-05]
 [ 3.29138748e-03 -8.22585042e-01  5.68632584e-01]
 [-2.16032320e-03  5.68628488e-01  8.22591621e-01]]"
1058,../normshapes\HumanHead\m362.obj,../shapes\HumanHead\m362.obj,186,[ 7.61080814e-10  1.54383303e-09 -3.31971434e-09],[-2.2431856e-09 -2.1550605e-08  3.4448921e-09],[1. 1. 1.],0.3825849,1.4256081806682093,[-0.54618096  0.42214414 -0.40545434  0.3724455  -0.35084584  0.34885192],[0. 0. 0.],360,HumanHead,Triangle,[0.08207113 0.03840593 0.0325401 ],"[[ 0.97468023  0.22331186  0.01141286]
 [ 0.22309927 -0.97464073  0.01738311]
 [-0.01500529  0.01439677  0.99978376]]",[0.0325401  0.03840593 0.08207113],"[[-9.99878201e-01 -1.55972203e-02  5.55784509e-04]
 [-2.30330198e-03  1.12247618e-01 -9.93677597e-01]
 [-1.54362229e-02  9.93557849e-01  1.12269871e-01]]"
1059,../normshapes\HumanHead\m363.obj,../shapes\HumanHead\m363.obj,1884,[-2.90706368e-09 -6.52750720e-11 -6.67518905e-10],[-6.9965857e-08  3.4666556e-08 -1.7669423e-08],[1. 1. 1.],0.28750786,1.3995629042198685,[-0.4237139   0.44041687 -0.51951754  0.24022609 -0.55163425  0.24513675],[0. 0. 0.],3604,HumanHead,Triangle,[0.05287181 0.02570509 0.02389498],"[[ 0.41623624 -0.88190257 -0.22134871]
 [-0.61532635 -0.09398154 -0.78264996]
 [-0.66941832 -0.46196897  0.58177641]]",[0.05287181 0.02389498 0.02570509],"[[ 0.05443469  0.9593769   0.27682637]
 [ 0.64958844 -0.24457549  0.71987339]
 [-0.75833484 -0.14063712  0.63651353]]"
1060,../normshapes\HumanHead\m364.obj,../shapes\HumanHead\m364.obj,263,[-1.79646990e-09  2.03793210e-09 -2.13409647e-09],[-2.6062867e-09  1.4504552e-08  5.9774621e-09],[1. 1. 1.],0.3537327,1.3783105649499796,[-0.5126497   0.41708556 -0.4633703   0.2664154  -0.26960343  0.4394418 ],[0. 0. 0.],465,HumanHead,Triangle,[0.0759755  0.03510709 0.02646358],"[[ 0.69142711  0.7220408  -0.02419995]
 [ 0.52091552 -0.47505972  0.70920046]
 [-0.50057524  0.50296655  0.70459142]]",[0.0759755  0.02646358 0.03510709],"[[ 0.00981275  0.99924152 -0.03768421]
 [ 0.7180989  -0.03326777 -0.69514547]
 [ 0.69587189  0.0202397   0.71788068]]"
1061,../normshapes\HumanHead\m365.obj,../shapes\HumanHead\m365.obj,17666,[-1.87333681e-09  1.54285351e-09  2.63063337e-10],[-7.3029693e-09 -3.4800360e-07  4.0646646e-09],[1. 1. 1.],0.3780106,1.3831449306793602,[-0.44085202  0.52241576 -0.38674575  0.3527279  -0.33265057  0.329455  ],[0. 0. 0.],35328,HumanHead,Triangle,[0.06833168 0.03404333 0.04283717],"[[ 0.99699497 -0.07699412  0.00854039]
 [-0.00404838  0.05831059  0.99829028]
 [ 0.07736047  0.99532496 -0.05782366]]",[0.06833168 0.04283717 0.03404333],"[[ 0.27937588 -0.95307324 -0.11662122]
 [-0.95937503 -0.27209661 -0.07458547]
 [-0.03935318 -0.13272087  0.9903719 ]]"
1062,../normshapes\HumanHead\m366.obj,../shapes\HumanHead\m366.obj,3009,[-2.49064928e-10 -7.25213967e-10  3.63780047e-10],[-8.163202e-08 -4.783513e-09  3.993947e-09],[1. 1. 1.],0.24514385,0.9781749540200496,[-0.35092825  0.35344073 -0.21220538  0.24950299 -0.28466028  0.21284953],[0. 0. 0.],5951,HumanHead,Triangle,[0.04194053 0.01265006 0.0095392 ],"[[-0.97823576  0.12166105  0.16808744]
 [ 0.08567843  0.97462491 -0.2067982 ]
 [ 0.18898149  0.18789592  0.96383667]]",[0.0095392  0.01265006 0.04194053],"[[-0.9809188   0.19433961  0.00551551]
 [ 0.01391656  0.04188998  0.9990253 ]
 [-0.19391914 -0.98003946  0.04379521]]"
1063,../normshapes\HumanHead\m367.obj,../shapes\HumanHead\m367.obj,977,[-2.22018734e-09 -6.41058783e-11  1.09629393e-09],[ 7.6183522e-09  1.8302347e-10 -9.4638386e-09],[1. 1. 1.],0.29841673,1.2753745161687648,[-0.45259902  0.4980526  -0.33687127  0.24152888 -0.40024805  0.22288506],[0. 0. 0.],1852,HumanHead,Triangle,[0.05347625 0.01918585 0.02466775],"[[ 0.9483593   0.31719309 -0.00178168]
 [ 0.10179172 -0.30965209 -0.94538565]
 [ 0.3004215  -0.89638391  0.32594908]]",[0.05347625 0.02466775 0.01918585],"[[-2.88478171e-02 -9.99583393e-01 -9.18133887e-04]
 [-9.48212559e-01  2.70745705e-02  3.16480507e-01]
 [ 3.16323801e-01 -1.00003579e-02  9.48598569e-01]]"
1064,../normshapes\HumanHead\m368.obj,../shapes\HumanHead\m368.obj,2991,[-1.93396766e-09 -4.68862611e-10  2.59223079e-09],[-1.05685336e-08 -3.34379351e-08 -1.32720475e-08],[1. 1. 1.],0.34019837,1.5587885375065442,[-0.49007824  0.48333067 -0.54196197  0.29983884 -0.5904482   0.28913584],[0. 0. 0.],5728,HumanHead,Triangle,[0.0734885  0.0308285  0.03176862],"[[ 0.83695595  0.54449093  0.055085  ]
 [ 0.3427248  -0.44300428 -0.82842436]
 [ 0.42666666 -0.71223369  0.55738561]]",[0.07348849 0.03176862 0.0308285 ],"[[ 0.00538109 -0.99506716  0.09905748]
 [-0.77861074  0.05798957  0.62482199]
 [ 0.62748415  0.08048944  0.77445794]]"
1065,../normshapes\HumanHead\m369.obj,../shapes\HumanHead\m369.obj,9843,[7.13358746e-10 5.64365117e-10 2.60490953e-10],[1.5962394e-08 2.1429030e-09 5.2132492e-08],[1. 1. 1.],0.24450167,1.417313194150838,[-0.19085024  0.5521519  -0.42774367  0.56258774 -0.3464688   0.34343567],[0. 0. 0.],19492,HumanHead,Triangle,[0.02953531 0.02198455 0.0229645 ],"[[-9.99921254e-01 -1.25492261e-02  5.49905806e-05]
 [-1.87151524e-05  5.87313594e-03  9.99982753e-01]
 [ 1.25493326e-02 -9.99904007e-01  5.87290832e-03]]",[0.02953531 0.0229645  0.02198455],"[[ 6.40642388e-01 -7.67803881e-01  7.38450778e-03]
 [-7.67822019e-01 -6.40662959e-01 -5.65341923e-04]
 [-5.16505233e-03  5.30780568e-03  9.99972574e-01]]"
1066,../normshapes\HumanHead\m370.obj,../shapes\HumanHead\m370.obj,5641,[-1.01765968e-09 -4.90578314e-10 -1.65288852e-10],[1.4903803e-08 4.7535260e-09 2.1213220e-08],[1. 1. 1.],0.2165755,1.241630224132447,[-0.5322441   0.39689657 -0.45877692  0.20118487 -0.246449    0.2462919 ],[0. 0. 0.],10543,HumanHead,Triangle,[0.02026396 0.01614866 0.01941548],"[[-9.99999870e-01  5.10178295e-04  2.98293910e-07]
 [-8.94361485e-08  4.09381878e-04 -9.99999916e-01]
 [ 5.10178375e-04  9.99999786e-01  4.09381779e-04]]",[0.01614866 0.01941548 0.02026396],"[[ 9.99999761e-01 -6.79775227e-04  1.26143452e-04]
 [-2.70400985e-04 -2.16619560e-01  9.76256059e-01]
 [ 6.36309545e-04  9.76255860e-01  2.16619692e-01]]"
1067,../normshapes\Humanoid\m118.obj,../shapes\Humanoid\m118.obj,472,[ 2.71301499e-09  1.99040603e-10 -6.16359935e-10],[1.0733888e-08 5.9983490e-10 2.3046287e-09],[1. 1. 1.],0.25724596,1.0229935136846067,[-0.49636716  0.4344343  -0.21102999  0.1764729  -0.0707446   0.10236196],[0. 0. 0.],888,Humanoid,Triangle,[0.07877207 0.00610522 0.00123204],"[[ 0.95920441  0.27158248 -0.07854837]
 [ 0.28270987 -0.92003038  0.27132865]
 [-0.00142122  0.28246603  0.95927625]]",[0.00610522 0.00123204 0.07877206],"[[ 9.60608808e-01  2.77858204e-01  5.05335972e-03]
 [-4.80377106e-03 -1.57904395e-03  9.99987215e-01]
 [-2.77862632e-01  9.60620802e-01  1.82076328e-04]]"
1068,../normshapes\Humanoid\m119.obj,../shapes\Humanoid\m119.obj,450,[-4.72969583e-09  4.56234880e-10 -5.01879387e-11],[-5.165736e-09 -6.126033e-10 -4.304780e-09],[1. 1. 1.],0.25220188,1.013105707566051,[-0.4028436   0.5362221  -0.12098201  0.12848037 -0.14344181  0.14345069],[0. 0. 0.],837,Humanoid,Triangle,[0.08032679 0.00263689 0.00304267],"[[ 0.98245921  0.18391523 -0.03080727]
 [ 0.00375409 -0.1846795  -0.98279163]
 [ 0.18643982 -0.96543704  0.18213051]]",[0.08032679 0.00304267 0.00263689],"[[ 0.00787385 -0.98610583 -0.16593158]
 [-0.99975116 -0.01122645  0.01927647]
 [ 0.02087146 -0.16573851  0.98594885]]"
1069,../normshapes\Humanoid\m120.obj,../shapes\Humanoid\m120.obj,467,[-2.40309144e-09  1.04040351e-09 -3.66446516e-11],[-1.1486977e-09 -1.7070924e-09 -2.3931201e-10],[1. 1. 1.],0.24168637,1.0005568265210436,[-0.42848492  0.5202115  -0.12680387  0.12100868 -0.09269338  0.10649993],[0. 0. 0.],870,Humanoid,Triangle,[0.0719597  0.00155941 0.00477282],"[[ 9.99814428e-01 -1.92540913e-02  6.23469922e-04]
 [-2.55110705e-04  1.91280110e-02  9.99817010e-01]
 [ 1.92624937e-02  9.99631632e-01 -1.91195495e-02]]",[0.0719597  0.00477282 0.00155941],"[[ 0.00722274 -0.99944782 -0.0324329 ]
 [-0.99988715 -0.00679106 -0.01340049]
 [-0.01317283 -0.03252603  0.99938408]]"
